"id";"source";"date";"url";"typologie";"ministre";"titre";"abstract";"content";"language";"summary";"themes";"applicability";"keywords";"processing_status";"created_at";"updated_at";"processed"
"7";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052249984";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 5 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un concours interne pour le recrutement d'attachés d'administration de l'Etat pour les services et établissements publics relevant des ministres chargés de l'éducation nationale et de l'enseignement supérieur et de la recherche";"Arrêté du 5 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un concours interne pour le recrutement d'attachés d'administration de l'Etat pour les services et établissements publics relevant des ministres chargés de l'éducation nationale et de l'enseignement supérieur et de la recherche";"content_files\jorf\7.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"8";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250004";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 5 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un examen professionnel pour l'avancement au grade d'attaché principal d'administration dans les services et établissements publics relevant des ministres chargés de l'éducation nationale, de l'enseignement supérieur et de la recherche";"Arrêté du 5 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un examen professionnel pour l'avancement au grade d'attaché principal d'administration dans les services et établissements publics relevant des ministres chargés de l'éducation nationale, de l'enseignement supérieur et de la recherche";"content_files\jorf\8.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"9";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250028";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 5 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un concours interne de recrutement de conseillers techniques de service social des administrations de l'Etat pour les services et établissements publics relevant des ministres chargés de l'éducation nationale et de l'enseignement supérieur et de la recherche";"Arrêté du 5 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un concours interne de recrutement de conseillers techniques de service social des administrations de l'Etat pour les services et établissements publics relevant des ministres chargés de l'éducation nationale et de l'enseignement supérieur et de la recherche";"content_files\jorf\9.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"10";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250054";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 5 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un concours de recrutement de médecins de l'éducation nationale";"Arrêté du 5 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un concours de recrutement de médecins de l'éducation nationale";"content_files\jorf\10.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"11";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250080";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 5 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'examens professionnels pour l'avancement au grade de secrétaire administratif de classe exceptionnelle de l'éducation nationale et de l'enseignement supérieur";"Arrêté du 5 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'examens professionnels pour l'avancement au grade de secrétaire administratif de classe exceptionnelle de l'éducation nationale et de l'enseignement supérieur";"content_files\jorf\11.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"12";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250102";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 5 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'examens professionnels pour l'avancement au grade de secrétaire administratif de classe supérieure de l'éducation nationale et de l'enseignement supérieur";"Arrêté du 5 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'examens professionnels pour l'avancement au grade de secrétaire administratif de classe supérieure de l'éducation nationale et de l'enseignement supérieur";"content_files\jorf\12.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"13";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250124";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du concours externe, du concours externe spécial et du concours interne de recrutement de professeurs agrégés de l'enseignement du second degré";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du concours externe, du concours externe spécial et du concours interne de recrutement de professeurs agrégés de l'enseignement du second degré";"content_files\jorf\13.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"14";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250148";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du concours externe organisé à titre transitoire conformément aux dispositions du décret n° 2025-352 du 17 avril 2025 modifiant les conditions de recrutement et de formation des corps enseignants, du personnel d'éducation et des maîtres de l'enseignement privé sous contrat du ministère chargé de l'éducation nationale et du concours interne du certificat d'aptitude au professorat d'éducation physique et sportive (CAPEPS) pour le recrutement de professeurs d'éducation physique et sportive";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du concours externe organisé à titre transitoire conformément aux dispositions du décret n° 2025-352 du 17 avril 2025 modifiant les conditions de recrutement et de formation des corps enseignants, du personnel d'éducation et des maîtres de l'enseignement privé sous contrat du ministère chargé de l'éducation nationale et du concours interne du certificat d'aptitude au professorat d'éducation physique et sportive (CAPEPS) pour le recrutement de professeurs d'éducation physique et sportive";"content_files\jorf\14.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"15";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250179";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture des concours externes organisés à titre transitoire conformément aux dispositions du décret n° 2025-352 du 17 avril 2025 modifiant les conditions de recrutement et de formation des corps enseignants, du personnel d'éducation et des maîtres de l'enseignement privé sous contrat du ministère chargé de l'éducation nationale, des concours internes et des troisièmes concours du certificat d'aptitude au professorat de l'enseignement du second degré (CAPES) et du certificat d'aptitude au professorat de l'enseignement technique (CAPET) pour le recrutement de professeurs certifiés";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture des concours externes organisés à titre transitoire conformément aux dispositions du décret n° 2025-352 du 17 avril 2025 modifiant les conditions de recrutement et de formation des corps enseignants, du personnel d'éducation et des maîtres de l'enseignement privé sous contrat du ministère chargé de l'éducation nationale, des concours internes et des troisièmes concours du certificat d'aptitude au professorat de l'enseignement du second degré (CAPES) et du certificat d'aptitude au professorat de l'enseignement technique (CAPET) pour le recrutement de professeurs certifiés";"content_files\jorf\15.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"16";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250216";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du concours externe et du concours interne de recrutement de professeurs certifiés à Mayotte";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du concours externe et du concours interne de recrutement de professeurs certifiés à Mayotte";"content_files\jorf\16.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"17";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250239";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un concours interne de recrutement de professeurs certifiés à affectation locale en Guyane";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un concours interne de recrutement de professeurs certifiés à affectation locale en Guyane";"content_files\jorf\17.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"18";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250260";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du concours externe organisé à titre transitoire conformément aux dispositions du décret n° 2025-352 du 17 avril 2025 modifiant les conditions de recrutement et de formation des corps enseignants, du personnel d'éducation et des maîtres de l'enseignement privé sous contrat du ministère chargé de l'éducation nationale, du concours externe pour les sections de la voie professionnelle, du concours interne et du troisième concours du certificat d'aptitude au professorat de lycée professionnel (CAPLP) pour le recrutement de professeurs de lycée professionnel";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du concours externe organisé à titre transitoire conformément aux dispositions du décret n° 2025-352 du 17 avril 2025 modifiant les conditions de recrutement et de formation des corps enseignants, du personnel d'éducation et des maîtres de l'enseignement privé sous contrat du ministère chargé de l'éducation nationale, du concours externe pour les sections de la voie professionnelle, du concours interne et du troisième concours du certificat d'aptitude au professorat de lycée professionnel (CAPLP) pour le recrutement de professeurs de lycée professionnel";"content_files\jorf\18.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"19";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250294";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture de concours externes organisés à titre transitoire conformément aux dispositions du décret n° 2025-352 du 17 avril 2025 modifiant les conditions de recrutement et de formation des corps enseignants, du personnel d'éducation et des maîtres de l'enseignement privé sous contrat du ministère chargé de l'éducation nationale et de troisièmes concours d'accès à des listes d'aptitude aux fonctions de maître dans les établissements d'enseignement privés sous contrat du second degré (CAFEP et troisième CAFEP) et de concours internes d'accès aux échelles de rémunération de professeurs du second degré (CAER)";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture de concours externes organisés à titre transitoire conformément aux dispositions du décret n° 2025-352 du 17 avril 2025 modifiant les conditions de recrutement et de formation des corps enseignants, du personnel d'éducation et des maîtres de l'enseignement privé sous contrat du ministère chargé de l'éducation nationale et de troisièmes concours d'accès à des listes d'aptitude aux fonctions de maître dans les établissements d'enseignement privés sous contrat du second degré (CAFEP et troisième CAFEP) et de concours internes d'accès aux échelles de rémunération de professeurs du second degré (CAER)";"content_files\jorf\19.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"20";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250331";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du concours externe organisé à titre transitoire conformément aux dispositions du décret n° 2025-352 du 17 avril 2025 modifiant les conditions de recrutement et de formation des corps enseignants, du personnel d'éducation et des maîtres de l'enseignement privé sous contrat du ministère chargé de l'éducation nationale, du concours interne et du troisième concours pour le recrutement de conseillers principaux d'éducation";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du concours externe organisé à titre transitoire conformément aux dispositions du décret n° 2025-352 du 17 avril 2025 modifiant les conditions de recrutement et de formation des corps enseignants, du personnel d'éducation et des maîtres de l'enseignement privé sous contrat du ministère chargé de l'éducation nationale, du concours interne et du troisième concours pour le recrutement de conseillers principaux d'éducation";"content_files\jorf\20.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"21";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250359";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du concours externe, du concours interne et du troisième concours de recrutement de psychologues de l'éducation nationale";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du concours externe, du concours interne et du troisième concours de recrutement de psychologues de l'éducation nationale";"content_files\jorf\21.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"22";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250385";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un concours pour le recrutement des inspecteurs d'académie - inspecteurs pédagogiques régionaux";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un concours pour le recrutement des inspecteurs d'académie - inspecteurs pédagogiques régionaux";"content_files\jorf\22.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"23";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250404";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un concours pour le recrutement des inspecteurs de l'éducation nationale";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un concours pour le recrutement des inspecteurs de l'éducation nationale";"content_files\jorf\23.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"24";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250423";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture de concours pour le recrutement des personnels de direction d'établissement d'enseignement ou de formation relevant du ministre de l'éducation nationale";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture de concours pour le recrutement des personnels de direction d'établissement d'enseignement ou de formation relevant du ministre de l'éducation nationale";"content_files\jorf\24.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"25";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250446";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un concours externe et d'un concours interne pour le recrutement de conservateurs stagiaires, élèves de l'Ecole nationale supérieure des sciences de l'information et des bibliothèques";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un concours externe et d'un concours interne pour le recrutement de conservateurs stagiaires, élèves de l'Ecole nationale supérieure des sciences de l'information et des bibliothèques";"content_files\jorf\25.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"26";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250466";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du concours externe spécial pour le recrutement de conservateurs stagiaires, élèves de l'Ecole nationale supérieure des sciences de l'information et des bibliothèques";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du concours externe spécial pour le recrutement de conservateurs stagiaires, élèves de l'Ecole nationale supérieure des sciences de l'information et des bibliothèques";"content_files\jorf\26.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"27";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250487";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un concours externe et d'un concours interne pour le recrutement de bibliothécaires";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un concours externe et d'un concours interne pour le recrutement de bibliothécaires";"content_files\jorf\27.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"28";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250507";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du concours externe spécial pour le recrutement de bibliothécaires";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du concours externe spécial pour le recrutement de bibliothécaires";"content_files\jorf\28.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"29";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250528";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un concours externe et d'un concours interne pour le recrutement de bibliothécaires assistants spécialisés de classe normale";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un concours externe et d'un concours interne pour le recrutement de bibliothécaires assistants spécialisés de classe normale";"content_files\jorf\29.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"30";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250549";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un examen professionnel pour l'avancement au grade de bibliothécaire assistant spécialisé de classe exceptionnelle";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un examen professionnel pour l'avancement au grade de bibliothécaire assistant spécialisé de classe exceptionnelle";"content_files\jorf\30.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"31";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250567";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un examen professionnel pour l'avancement au grade de bibliothécaire assistant spécialisé de classe supérieure";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un examen professionnel pour l'avancement au grade de bibliothécaire assistant spécialisé de classe supérieure";"content_files\jorf\31.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"32";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250585";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un examen professionnel pour l'avancement au grade de bibliothécaire hors classe";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un examen professionnel pour l'avancement au grade de bibliothécaire hors classe";"content_files\jorf\32.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"33";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250603";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un concours externe et d'un concours interne pour le recrutement de bibliothécaires assistants spécialisés de classe supérieure";"Arrêté du 8 septembre 2025 autorisant au titre de l'année 2026 l'ouverture d'un concours externe et d'un concours interne pour le recrutement de bibliothécaires assistants spécialisés de classe supérieure";"content_files\jorf\33.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"34";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250629";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 9 septembre 2025 autorisant au titre de l'année 2026 l'ouverture de concours internes exceptionnels de recrutement de professeurs des écoles en application du décret n° 2022-1687 du 27 décembre 2022 fixant des modalités exceptionnelles de recrutement de professeurs des écoles et de maîtres de l'enseignement privé sous contrat pour les années 2023 à 2026";"Arrêté du 9 septembre 2025 autorisant au titre de l'année 2026 l'ouverture de concours internes exceptionnels de recrutement de professeurs des écoles en application du décret n° 2022-1687 du 27 décembre 2022 fixant des modalités exceptionnelles de recrutement de professeurs des écoles et de maîtres de l'enseignement privé sous contrat pour les années 2023 à 2026";"content_files\jorf\34.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"35";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250652";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 9 septembre 2025 autorisant au titre de l'année 2026 l'ouverture de concours internes exceptionnels de recrutement de maîtres des établissements d'enseignement privés sous contrat du premier degré en application du décret n° 2022-1687 du 27 décembre 2022 fixant des modalités exceptionnelles de recrutement de professeurs des écoles et de maîtres de l'enseignement privé sous contrat pour les années 2023 à 2026";"Arrêté du 9 septembre 2025 autorisant au titre de l'année 2026 l'ouverture de concours internes exceptionnels de recrutement de maîtres des établissements d'enseignement privés sous contrat du premier degré en application du décret n° 2022-1687 du 27 décembre 2022 fixant des modalités exceptionnelles de recrutement de professeurs des écoles et de maîtres de l'enseignement privé sous contrat pour les années 2023 à 2026";"content_files\jorf\35.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"36";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250673";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 11 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du concours externe organisé à titre transitoire conformément aux dispositions du décret n° 2025-352 du 17 avril 2025 modifiant les conditions de recrutement et de formation des corps enseignants, du personnel d'éducation et des maîtres de l'enseignement privé sous contrat du ministère chargé de l'éducation nationale, d'accès à l'échelle de rémunération des professeurs des écoles des établissements d'enseignement privés sous contrat en Polynésie française";"Arrêté du 11 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du concours externe organisé à titre transitoire conformément aux dispositions du décret n° 2025-352 du 17 avril 2025 modifiant les conditions de recrutement et de formation des corps enseignants, du personnel d'éducation et des maîtres de l'enseignement privé sous contrat du ministère chargé de l'éducation nationale, d'accès à l'échelle de rémunération des professeurs des écoles des établissements d'enseignement privés sous contrat en Polynésie française";"content_files\jorf\36.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"37";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250689";"Arrêté";"L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE";"Arrêté du 12 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du concours externe organisé à titre transitoire conformément aux dispositions du décret n° 2025-352 du 17 avril 2025 modifiant les conditions de recrutement et de formation des corps enseignants, du personnel d'éducation et des maîtres de l'enseignement privé sous contrat du ministère chargé de l'éducation nationale, du premier concours interne ainsi qu'un recrutement par liste d'aptitude pour l'intégration d'instituteurs titulaires régis par le décret du 19 juillet 1982 dans le corps des professeurs des écoles du corps de l'Etat créé pour la Polynésie française";"Arrêté du 12 septembre 2025 autorisant au titre de l'année 2026 l'ouverture du concours externe organisé à titre transitoire conformément aux dispositions du décret n° 2025-352 du 17 avril 2025 modifiant les conditions de recrutement et de formation des corps enseignants, du personnel d'éducation et des maîtres de l'enseignement privé sous contrat du ministère chargé de l'éducation nationale, du premier concours interne ainsi qu'un recrutement par liste d'aptitude pour l'intégration d'instituteurs titulaires régis par le décret du 19 juillet 1982 dans le corps des professeurs des écoles du corps de l'Etat créé pour la Polynésie française";"content_files\jorf\37.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"38";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250709";"Arrêté";"LA JUSTICE";"Arrêté du 16 septembre 2025 fixant les taux de promotion applicables aux corps spécifiques relevant de la direction de la protection judiciaire de la jeunesse du ministère de la justice au titre de l'année 2026";"Arrêté du 16 septembre 2025 fixant les taux de promotion applicables aux corps spécifiques relevant de la direction de la protection judiciaire de la jeunesse du ministère de la justice au titre de l'année 2026";"content_files\jorf\38.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"39";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250721";"Arrêté";"L'INTERIEUR";"Arrêté du 5 septembre 2025 modifiant l'arrêté du 21 février 2018 fixant les modalités d'organisation générale et la nature des épreuves de l'examen professionnel pour l'accès au grade de technicien en chef du corps des techniciens de police technique et scientifique de la police nationale";"Arrêté du 5 septembre 2025 modifiant l'arrêté du 21 février 2018 fixant les modalités d'organisation générale et la nature des épreuves de l'examen professionnel pour l'accès au grade de technicien en chef du corps des techniciens de police technique et scientifique de la police nationale";"content_files\jorf\39.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"40";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250740";"Arrêté";"L'INTERIEUR";"Arrêté du 5 septembre 2025 modifiant l'arrêté du 2 octobre 2020 fixant les règles d'organisation générale, la nature et le programme des épreuves de l'examen professionnel d'accès au grade de technicien principal de police technique et scientifique du corps des techniciens de la police nationale";"Arrêté du 5 septembre 2025 modifiant l'arrêté du 2 octobre 2020 fixant les règles d'organisation générale, la nature et le programme des épreuves de l'examen professionnel d'accès au grade de technicien principal de police technique et scientifique du corps des techniciens de la police nationale";"content_files\jorf\40.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"41";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250755";"Décision";"L'INTERIEUR";"Décision du 1er septembre 2025 modifiant la décision du 1er mars 2025 portant délégation de signature (direction de la coopération internationale de sécurité)";"Décision du 1er septembre 2025 modifiant la décision du 1er mars 2025 portant délégation de signature (direction de la coopération internationale de sécurité)";"content_files\jorf\41.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
"42";"JORF";"2025-11-24";"https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000052250762";"Décision";"L'INTERIEUR";"Décision du 15 septembre 2025 portant délégation de signature (direction des affaires européennes et internationales)";"Décision du 15 septembre 2025 portant délégation de signature (direction des affaires européennes et internationales)";"content_files\jorf\42.txt";"fr";"";"";"";"";"pending";"";"2025-11-24 14:56:45";""
